1000,0,8738,0:00:00.002996,0
1000,0,8718,0:00:00.002998,0
1000,0,120517,0:00:00.036002,0
1000,0,120414,0:00:00.036002,0
1000,0,1536263,0:00:00.463025,0
1000,0,1536311,0:00:00.448012,0
1000,0,18670952,0:00:05.446170,0
1000,0,18670298,0:00:05.386993,0
1000,0,220047243,0:01:06.495714,0
1000,0,220050268,0:01:06.329408,0
10000,0,8686,0:00:00.002997,0
10000,0,8715,0:00:00.003001,0
10000,0,120452,0:00:00.041996,0
10000,0,120367,0:00:00.039989,0
10000,0,1536303,0:00:00.462027,0
10000,0,1536369,0:00:00.449003,0
10000,0,18673999,0:00:05.728582,0
10000,0,18673468,0:00:05.708036,0
10000,0,220098949,0:01:10.294219,0
10000,0,220096439,0:01:10.693385,0
100000,0,8699,0:00:00.001998,0
100000,0,8696,0:00:00.003001,0
100000,0,120424,0:00:00.034997,0
100000,0,120462,0:00:00.035996,0
100000,0,1536301,0:00:00.485017,0
100000,0,1536256,0:00:00.440984,0
100000,0,18674888,0:00:05.702402,0
100000,0,18674648,0:00:05.613137,0
100000,0,220100111,0:01:11.022418,0
100000,0,220101582,0:01:11.493179,0
1000000,0,8713,0:00:00.004004,0
1000000,0,8708,0:00:00.002993,0
1000000,0,120463,0:00:00.039005,0
1000000,0,120449,0:00:00.036999,0
1000000,0,1536360,0:00:00.506009,0
1000000,0,1536116,0:00:00.499990,0
1000000,0,18674347,0:00:05.878761,0
1000000,0,18674437,0:00:05.739769,0
1000000,0,220099241,0:01:11.112418,0
1000000,0,220102236,0:01:10.643188,0
10000000,0,8714,0:00:00.002989,0
10000000,0,8680,0:00:00.002998,0
10000000,0,120422,0:00:00.036999,0
10000000,0,120558,0:00:00.035998,0
10000000,0,1536082,0:00:00.535005,0
10000000,0,1536467,0:00:00.513998,0
10000000,0,18674606,0:00:05.750596,0
10000000,0,18674228,0:00:05.772624,0
10000000,0,220102872,0:01:11.451439,0
10000000,0,220103150,0:01:11.603862,0
1000,5,8750,0:00:00.002004,0
1000,5,8774,0:00:00.003000,0
1000,5,121453,0:00:00.033998,0
1000,5,121499,0:00:00.034995,0
1000,5,1536449,0:00:00.439004,0
1000,5,1536306,0:00:00.408995,0
1000,5,18723959,0:00:05.170072,0
1000,5,18724095,0:00:05.074108,0
1000,5,221049487,0:01:02.473715,0
1000,5,221047103,0:01:01.828789,0
10000,5,8748,0:00:00.002994,0
10000,5,8764,0:00:00.001999,0
10000,5,121578,0:00:00.033005,0
10000,5,121533,0:00:00.038995,0
10000,5,1536806,0:00:00.465996,0
10000,5,1536808,0:00:00.430028,0
10000,5,18727378,0:00:05.342198,0
10000,5,18726388,0:00:05.383122,0
10000,5,221101672,0:01:07.517708,0
10000,5,221101740,0:01:07.484609,0
100000,5,8777,0:00:00.002999,0
100000,5,8808,0:00:00.002997,0
