largest,size_to_switch,keycomparisons,timetaken
10000000,5,718510,0:00:00.184994
10000000,5,718189,0:00:00.192020
10000000,5,718202,0:00:00.191991
10000000,5,718160,0:00:00.193999
10000000,5,1536766,0:00:00.405993
10000000,5,1536765,0:00:00.420979
10000000,5,1536732,0:00:00.412013
10000000,5,1536924,0:00:00.409033
10000000,5,1536891,0:00:00.414979
10000000,5,8863708,0:00:02.435031
10000000,5,8864295,0:00:02.408047
10000000,5,8864149,0:00:02.393771
10000000,5,8863241,0:00:02.463921
10000000,5,8863950,0:00:02.417961
10000000,5,18727164,0:00:05.154607
10000000,5,18727230,0:00:05.291417
10000000,5,18726756,0:00:05.221135
10000000,5,18728131,0:00:05.516589
10000000,5,18729083,0:00:05.473288
10000000,5,105553925,0:00:30.457276
10000000,5,105553998,0:00:29.414191
10000000,5,105555513,0:00:29.633374
10000000,5,105554952,0:00:29.808513
10000000,5,105554368,0:00:29.584758
10000000,5,221111478,0:01:02.808586
10000000,5,221107390,0:01:03.202943
10000000,5,221107759,0:01:02.776360
10000000,5,221105397,0:01:04.065610
10000000,5,221104172,0:01:03.924575
1000,10,9198,0:00:00.003000
1000,10,9167,0:00:00.002001
1000,10,9153,0:00:00.001986
1000,10,9141,0:00:00.001994
1000,10,9133,0:00:00.003011
1000,10,58524,0:00:00.015020
1000,10,58673,0:00:00.015146
1000,10,58527,0:00:00.014010
1000,10,58589,0:00:00.014013
1000,10,58643,0:00:00.014971
1000,10,127077,0:00:00.030979
1000,10,126711,0:00:00.030001
1000,10,126896,0:00:00.030001
1000,10,126942,0:00:00.031000
1000,10,127102,0:00:00.031011
1000,10,728980,0:00:00.177999
1000,10,728533,0:00:00.177449
1000,10,728936,0:00:00.177013
1000,10,729040,0:00:00.178000
1000,10,728543,0:00:00.176010
1000,10,1557705,0:00:00.381998
1000,10,1557424,0:00:00.382009
1000,10,1558033,0:00:00.381542
1000,10,1557732,0:00:00.380022
1000,10,1557514,0:00:00.382994
1000,10,9034821,0:00:02.251718
1000,10,9033718,0:00:02.255310
1000,10,9033921,0:00:02.279096
1000,10,9035307,0:00:02.283705
1000,10,9034663,0:00:02.267654
1000,10,19068836,0:00:04.971498
1000,10,19067556,0:00:05.168304
1000,10,19067024,0:00:04.917850
1000,10,19065049,0:00:05.199535
1000,10,19068017,0:00:05.362526
1000,10,108174139,0:00:30.062791
1000,10,108171863,0:00:29.692049
1000,10,108180180,0:00:29.476634
1000,10,108171597,0:00:30.290909
1000,10,108171761,0:00:29.931070
1000,10,226351427,0:01:05.339384
1000,10,226341221,0:01:03.860250
1000,10,226342696,0:01:04.477344
1000,10,226349375,0:01:03.633184
1000,10,226339682,0:01:04.736766
5000,10,9105,0:00:00.003002
5000,10,9091,0:00:00.003008
5000,10,9083,0:00:00.002002
5000,10,9054,0:00:00.003004
5000,10,9107,0:00:00.003030
5000,10,58612,0:00:00.014999
5000,10,58667,0:00:00.014979
5000,10,58593,0:00:00.015997
5000,10,58546,0:00:00.015997
5000,10,58614,0:00:00.013999
5000,10,127070,0:00:00.033016
5000,10,127350,0:00:00.032990
5000,10,127327,0:00:00.030012
5000,10,127226,0:00:00.029989
5000,10,126980,0:00:00.030000
5000,10,728767,0:00:00.188998
5000,10,729006,0:00:00.187016
5000,10,728887,0:00:00.195479
5000,10,728352,0:00:00.183989
5000,10,728856,0:00:00.215990
5000,10,1557987,0:00:00.410980
5000,10,1557292,0:00:00.412049
5000,10,1557411,0:00:00.405072
5000,10,1557692,0:00:00.409992
5000,10,1558759,0:00:00.410002
5000,10,9037963,0:00:02.567643
5000,10,9036328,0:00:02.463887
5000,10,9037872,0:00:02.466641
5000,10,9036112,0:00:02.491236
5000,10,9036354,0:00:02.489618
5000,10,19072237,0:00:05.354047
5000,10,19070924,0:00:05.482303
5000,10,19070512,0:00:05.388001
5000,10,19071093,0:00:05.423201
5000,10,19071981,0:00:05.406236
5000,10,108199053,0:00:32.056106
5000,10,108206998,0:00:31.902808
5000,10,108207612,0:00:31.951274
5000,10,108201066,0:00:31.901511
5000,10,108198105,0:00:32.238671
5000,10,226405176,0:01:08.025228
5000,10,226404021,0:01:06.997076
5000,10,226397281,0:01:05.538915
5000,10,226403450,0:01:06.279133
5000,10,226404071,0:01:05.670480
10000,10,9172,0:00:00.001992
10000,10,9157,0:00:00.002003
10000,10,9059,0:00:00.002998
10000,10,9165,0:00:00.003007
10000,10,9132,0:00:00.002992
10000,10,58632,0:00:00.014018
10000,10,58444,0:00:00.015019
10000,10,58578,0:00:00.019979
10000,10,58423,0:00:00.014019
10000,10,58702,0:00:00.014979
10000,10,126870,0:00:00.030017
10000,10,126729,0:00:00.030987
10000,10,126990,0:00:00.031008
10000,10,127257,0:00:00.030986
10000,10,126848,0:00:00.031000
10000,10,729586,0:00:00.184976
10000,10,728849,0:00:00.190998
10000,10,729218,0:00:00.193703
10000,10,728490,0:00:00.185018
10000,10,728932,0:00:00.186987
10000,10,1558069,0:00:00.409018
10000,10,1557828,0:00:00.407983
10000,10,1557783,0:00:00.410000
10000,10,1558118,0:00:00.401003
10000,10,1558061,0:00:00.399996
10000,10,9036639,0:00:02.426932
10000,10,9037019,0:00:02.425011
10000,10,9035620,0:00:02.429866
10000,10,9036591,0:00:02.429050
10000,10,9033868,0:00:02.444595
10000,10,19072927,0:00:05.256615
10000,10,19071308,0:00:05.267337
10000,10,19070894,0:00:05.227481
10000,10,19073080,0:00:05.250137
10000,10,19073032,0:00:05.287065
10000,10,108204673,0:00:30.823074
10000,10,108206151,0:00:31.341443
10000,10,108207272,0:00:30.990460
10000,10,108212711,0:00:30.846832
10000,10,108204053,0:00:31.075174
10000,10,226407806,0:01:06.378196
10000,10,226422023,0:01:08.230349
10000,10,226410484,0:01:08.060720
10000,10,226411040,0:01:07.947193
10000,10,226414081,0:01:08.237564
50000,10,9121,0:00:00.002996
50000,10,9123,0:00:00.003005
50000,10,9156,0:00:00.004005
50000,10,9145,0:00:00.001994
50000,10,9173,0:00:00.003016
50000,10,58558,0:00:00.015982
50000,10,58542,0:00:00.014020
50000,10,58507,0:00:00.017983
50000,10,58477,0:00:00.015002
50000,10,58433,0:00:00.014999
50000,10,127110,0:00:00.032001
50000,10,126897,0:00:00.031987
50000,10,127216,0:00:00.031003
50000,10,126832,0:00:00.032000
50000,10,126991,0:00:00.030003
50000,10,729078,0:00:00.191005
50000,10,728969,0:00:00.195020
50000,10,728937,0:00:00.181988
50000,10,728843,0:00:00.180989
50000,10,728453,0:00:00.182995
50000,10,1558230,0:00:00.404026
50000,10,1557906,0:00:00.404097
50000,10,1557845,0:00:00.401992
50000,10,1557860,0:00:00.403012
50000,10,1558110,0:00:00.401987
50000,10,9034803,0:00:02.466984
50000,10,9036661,0:00:02.475263
50000,10,9035097,0:00:02.450005
50000,10,9037026,0:00:02.465003
50000,10,9035042,0:00:02.455340
50000,10,19073284,0:00:05.446279
50000,10,19073099,0:00:05.432907
50000,10,19072888,0:00:05.338072
50000,10,19069767,0:00:05.319491
50000,10,19071957,0:00:05.351975
50000,10,108214013,0:00:31.982132
50000,10,108215437,0:00:31.738343
50000,10,108207815,0:00:31.433767
50000,10,108209972,0:00:31.403570
50000,10,108200069,0:00:31.430062
50000,10,226409850,0:01:08.245024
50000,10,226411835,0:01:07.647162
50000,10,226399961,0:01:07.680089
50000,10,226423471,0:01:07.750782
50000,10,226403674,0:01:07.560477
100000,10,9119,0:00:00.002023
100000,10,9158,0:00:00.003002
100000,10,9206,0:00:00.002003
100000,10,9111,0:00:00.002988
100000,10,9067,0:00:00.001998
100000,10,58513,0:00:00.014006
100000,10,58567,0:00:00.014997
100000,10,58551,0:00:00.014012
100000,10,58495,0:00:00.013999
100000,10,58527,0:00:00.015996
100000,10,126771,0:00:00.030990
100000,10,126956,0:00:00.030995
100000,10,127138,0:00:00.038975
100000,10,127071,0:00:00.036003
100000,10,127236,0:00:00.037004
100000,10,729286,0:00:00.199025
100000,10,729093,0:00:00.189005
100000,10,728758,0:00:00.185020
100000,10,728816,0:00:00.184983
100000,10,728948,0:00:00.188012
100000,10,1557922,0:00:00.428024
100000,10,1558174,0:00:00.401010
100000,10,1558448,0:00:00.432248
100000,10,1557991,0:00:00.430020
100000,10,1558551,0:00:00.412018
100000,10,9035732,0:00:02.449549
100000,10,9037479,0:00:02.482419
100000,10,9036918,0:00:02.411461
100000,10,9036132,0:00:02.451690
100000,10,9035316,0:00:02.446926
100000,10,19072467,0:00:05.270516
100000,10,19074482,0:00:05.247571
100000,10,19072285,0:00:05.213848
100000,10,19073874,0:00:05.270058
100000,10,19072157,0:00:05.278628
100000,10,108209465,0:00:31.953846
100000,10,108206541,0:00:31.322665
100000,10,108207024,0:00:31.393097
100000,10,108217618,0:00:31.245189
100000,10,108214240,0:00:31.414578
100000,10,226419499,0:01:07.150491
100000,10,226425770,0:01:07.564406
100000,10,226410610,0:01:05.474745
100000,10,226419925,0:01:06.546429
100000,10,226419535,0:01:06.682003
500000,10,9103,0:00:00.002995
500000,10,9119,0:00:00.002991
500000,10,9111,0:00:00.001999
500000,10,9116,0:00:00.002992
500000,10,9087,0:00:00.002999
500000,10,58414,0:00:00.014996
500000,10,58489,0:00:00.014996
500000,10,58511,0:00:00.015001
500000,10,58535,0:00:00.014015
500000,10,58522,0:00:00.013996
500000,10,127086,0:00:00.029997
500000,10,127131,0:00:00.030010
500000,10,127156,0:00:00.029990
500000,10,127059,0:00:00.032981
500000,10,127088,0:00:00.031007
500000,10,728856,0:00:00.184999
500000,10,728621,0:00:00.187009
500000,10,729430,0:00:00.184997
500000,10,728934,0:00:00.189011
500000,10,729244,0:00:00.187003
500000,10,1557971,0:00:00.406005
500000,10,1558122,0:00:00.397997
500000,10,1557249,0:00:00.395006
500000,10,1557246,0:00:00.397793
500000,10,1557324,0:00:00.392025
500000,10,9036503,0:00:02.446993
500000,10,9034878,0:00:02.403417
500000,10,9034927,0:00:02.406038
500000,10,9038439,0:00:02.424047
500000,10,9038224,0:00:02.541569
500000,10,19074001,0:00:05.209501
500000,10,19073419,0:00:05.297048
500000,10,19072559,0:00:05.374440
500000,10,19072504,0:00:05.269887
500000,10,19072909,0:00:05.335507
500000,10,108208194,0:00:31.305749
500000,10,108202087,0:00:31.081725
500000,10,108215076,0:00:30.935771
500000,10,108204891,0:00:31.051124
500000,10,108209024,0:00:31.104146
500000,10,226418568,0:01:06.621523
500000,10,226424777,0:01:07.330909
500000,10,226412023,0:01:06.815939
500000,10,226417661,0:01:07.878065
500000,10,226421025,0:01:06.969756
1000000,10,9162,0:00:00.002992
1000000,10,9127,0:00:00.001998
1000000,10,9174,0:00:00.002998
1000000,10,9089,0:00:00.004003
1000000,10,9127,0:00:00.003001
1000000,10,58228,0:00:00.017996
1000000,10,58689,0:00:00.015008
1000000,10,58332,0:00:00.015999
1000000,10,58640,0:00:00.014979
1000000,10,58431,0:00:00.013998
1000000,10,127023,0:00:00.031017
1000000,10,127367,0:00:00.029997
1000000,10,126964,0:00:00.029985
1000000,10,126913,0:00:00.031018
1000000,10,126960,0:00:00.030008
1000000,10,728841,0:00:00.178761
1000000,10,728707,0:00:00.189026
1000000,10,728625,0:00:00.182025
1000000,10,729028,0:00:00.182998
1000000,10,729063,0:00:00.184987
1000000,10,1557449,0:00:00.401001
1000000,10,1558018,0:00:00.396011
1000000,10,1557655,0:00:00.406005
1000000,10,1557958,0:00:00.403053
1000000,10,1557653,0:00:00.403001
1000000,10,9036420,0:00:02.490547
1000000,10,9035384,0:00:02.445020
1000000,10,9036075,0:00:02.448006
1000000,10,9037743,0:00:02.419563
1000000,10,9036887,0:00:02.414052
1000000,10,19075705,0:00:05.237980
1000000,10,19074284,0:00:05.269668
1000000,10,19073732,0:00:05.277158
1000000,10,19072804,0:00:05.501007
1000000,10,19072483,0:00:05.236413
1000000,10,108214835,0:00:31.127976
1000000,10,108209661,0:00:31.196945
1000000,10,108200752,0:00:31.515180
1000000,10,108213375,0:00:31.397598
1000000,10,108210351,0:00:30.799457
1000000,10,226417672,0:01:05.119561
1000000,10,226416708,0:01:05.526088
1000000,10,226421624,0:01:05.171110
1000000,10,226416337,0:01:06.487797
1000000,10,226415046,0:01:05.368568
5000000,10,9089,0:00:00.002998
5000000,10,9105,0:00:00.003001
5000000,10,9163,0:00:00.001999
5000000,10,9143,0:00:00.002999
5000000,10,9094,0:00:00.002998
5000000,10,58415,0:00:00.015002
5000000,10,58398,0:00:00.015005
5000000,10,58511,0:00:00.013999
5000000,10,58475,0:00:00.015000
5000000,10,58536,0:00:00.015002
5000000,10,127140,0:00:00.029995
5000000,10,127098,0:00:00.031002
5000000,10,127018,0:00:00.029995
5000000,10,127009,0:00:00.030997
5000000,10,126690,0:00:00.031004
5000000,10,728707,0:00:00.177971
5000000,10,729018,0:00:00.182018
5000000,10,728966,0:00:00.179981
5000000,10,728974,0:00:00.189992
5000000,10,728961,0:00:00.179997
5000000,10,1558158,0:00:00.392937
5000000,10,1557355,0:00:00.398982
5000000,10,1557940,0:00:00.393987
5000000,10,1557460,0:00:00.393032
5000000,10,1557664,0:00:00.386981
5000000,10,9037251,0:00:02.395569
5000000,10,9036139,0:00:02.393009
5000000,10,9036853,0:00:02.386050
5000000,10,9035892,0:00:02.382858
5000000,10,9036292,0:00:02.402852
5000000,10,19072869,0:00:05.163315
5000000,10,19071826,0:00:05.254026
5000000,10,19073941,0:00:05.256183
5000000,10,19071894,0:00:05.184099
5000000,10,19072522,0:00:05.157308
5000000,10,108209454,0:00:30.478501
5000000,10,108211553,0:00:30.584148
5000000,10,108205247,0:00:30.435261
5000000,10,108203214,0:00:30.845271
5000000,10,108205964,0:00:30.465685
5000000,10,226415120,0:01:05.067904
5000000,10,226414281,0:01:05.352037
5000000,10,226420090,0:01:06.327786
5000000,10,226407337,0:01:07.744603
5000000,10,226415695,0:01:10.737757
10000000,10,9114,0:00:00.003003
10000000,10,9139,0:00:00.003017
10000000,10,9144,0:00:00.004023
10000000,10,9169,0:00:00.001997
10000000,10,9136,0:00:00.002996
10000000,10,58536,0:00:00.013995
10000000,10,58499,0:00:00.013698
10000000,10,58504,0:00:00.014448
10000000,10,58378,0:00:00.014005
10000000,10,58650,0:00:00.014000
10000000,10,127191,0:00:00.032002
10000000,10,127344,0:00:00.030988
10000000,10,127077,0:00:00.030986
10000000,10,127519,0:00:00.030996
10000000,10,126996,0:00:00.030007
10000000,10,728768,0:00:00.179020
10000000,10,728996,0:00:00.179091
10000000,10,728847,0:00:00.181011
10000000,10,728729,0:00:00.175041
10000000,10,728830,0:00:00.174682
10000000,10,1557672,0:00:00.386542
10000000,10,1558042,0:00:00.382999
10000000,10,1558316,0:00:00.384330
10000000,10,1558075,0:00:00.391032
10000000,10,1558232,0:00:00.388028
10000000,10,9035582,0:00:02.370007
10000000,10,9037176,0:00:02.385398
10000000,10,9036863,0:00:02.365593
10000000,10,9035762,0:00:02.498861
10000000,10,9038299,0:00:02.370061
10000000,10,19073524,0:00:05.141187
10000000,10,19072972,0:00:05.059315
10000000,10,19071553,0:00:05.072948
10000000,10,19072044,0:00:05.166444
10000000,10,19072311,0:00:05.283376
10000000,10,108207556,0:00:30.054540
10000000,10,108206791,0:00:30.682102
10000000,10,108212570,0:00:30.284894
10000000,10,108204467,0:00:30.414906
10000000,10,108211291,0:00:30.588670
10000000,10,226426512,0:01:06.364640
10000000,10,226419864,0:01:06.221461
10000000,10,226428672,0:01:06.377327
10000000,10,226418180,0:01:05.730324
10000000,10,226408106,0:01:06.013844
1000,15,9542,0:00:00.002001
1000,15,9579,0:00:00.002004
1000,15,9516,0:00:00.001995
1000,15,9564,0:00:00.003000
1000,15,9600,0:00:00.002997
1000,15,58634,0:00:00.014997
1000,15,58411,0:00:00.014001
1000,15,58409,0:00:00.013995
1000,15,58619,0:00:00.014004
1000,15,58473,0:00:00.014004
1000,15,126773,0:00:00.029999
1000,15,127273,0:00:00.033005
1000,15,126993,0:00:00.030993
1000,15,126971,0:00:00.030000
1000,15,127032,0:00:00.030001
1000,15,770023,0:00:00.189265
1000,15,770227,0:00:00.189997
1000,15,768497,0:00:00.185999
1000,15,769412,0:00:00.185000
1000,15,769762,0:00:00.185998
1000,15,1639374,0:00:00.401999
1000,15,1638096,0:00:00.393995
1000,15,1638463,0:00:00.401992
1000,15,1639167,0:00:00.405008
1000,15,1639298,0:00:00.406010
1000,15,9439734,0:00:02.415981
1000,15,9440793,0:00:02.381084
1000,15,9441807,0:00:02.468734
1000,15,9441486,0:00:02.496522
1000,15,9441196,0:00:02.431082
1000,15,19878970,0:00:05.154740
1000,15,19880000,0:00:05.170177
1000,15,19880628,0:00:05.165054
1000,15,19880044,0:00:05.373646
1000,15,19883953,0:00:05.221734
1000,15,108172420,0:00:29.286017
1000,15,108174511,0:00:29.353136
1000,15,108173168,0:00:29.389117
1000,15,108175523,0:00:29.322499
1000,15,108176124,0:00:29.227170
1000,15,226352384,0:01:02.157600
1000,15,226348457,0:01:02.685478
1000,15,226346978,0:01:01.727290
1000,15,226344519,0:01:02.549456
1000,15,226345257,0:01:01.621551
5000,15,9605,0:00:00.002995
5000,15,9528,0:00:00.002994
5000,15,9605,0:00:00.002997
5000,15,9473,0:00:00.002009
5000,15,9425,0:00:00.002997
5000,15,58690,0:00:00.015002
5000,15,58622,0:00:00.015007
5000,15,58682,0:00:00.014003
5000,15,58501,0:00:00.014993
5000,15,58654,0:00:00.013995
5000,15,127107,0:00:00.030000
5000,15,126782,0:00:00.031001
5000,15,127301,0:00:00.031004
5000,15,126991,0:00:00.029995
5000,15,127035,0:00:00.030992
5000,15,769909,0:00:00.190997
5000,15,770222,0:00:00.191021
5000,15,770235,0:00:00.189986
5000,15,769935,0:00:00.191015
5000,15,769331,0:00:00.192003
5000,15,1638491,0:00:00.403989
5000,15,1639623,0:00:00.431003
5000,15,1639488,0:00:00.425996
5000,15,1639974,0:00:00.399009
5000,15,1639525,0:00:00.399988
5000,15,9442429,0:00:02.579004
5000,15,9441161,0:00:02.475585
5000,15,9445565,0:00:02.480827
5000,15,9444111,0:00:02.457880
5000,15,9443958,0:00:02.447367
5000,15,19885153,0:00:05.250058
5000,15,19888941,0:00:05.371293
5000,15,19885865,0:00:05.380130
5000,15,19888053,0:00:05.358044
5000,15,19890412,0:00:05.313885
5000,15,108207714,0:00:30.167215
5000,15,108204617,0:00:30.343239
5000,15,108199377,0:00:30.274146
5000,15,108202352,0:00:30.416049
5000,15,108194804,0:00:30.336221
5000,15,226400446,0:01:03.913403
5000,15,226407397,0:01:03.884726
5000,15,226402972,0:01:03.926922
5000,15,226404334,0:01:03.831169
5000,15,226399220,0:01:04.006145
10000,15,9481,0:00:00.001982
10000,15,9568,0:00:00.002988
10000,15,9609,0:00:00.003001
10000,15,9591,0:00:00.002991
10000,15,9526,0:00:00.001997
10000,15,58337,0:00:00.014001
10000,15,58508,0:00:00.014988
10000,15,58635,0:00:00.014016
10000,15,58278,0:00:00.014025
10000,15,58468,0:00:00.014010
10000,15,126669,0:00:00.029995
10000,15,127180,0:00:00.029998
10000,15,126722,0:00:00.030996
10000,15,126683,0:00:00.029999
10000,15,127111,0:00:00.030008
10000,15,769794,0:00:00.190004
10000,15,769573,0:00:00.198992
10000,15,769413,0:00:00.185001
10000,15,769492,0:00:00.187983
10000,15,770201,0:00:00.184982
10000,15,1640058,0:00:00.409309
10000,15,1639651,0:00:00.409044
10000,15,1638642,0:00:00.397005
10000,15,1638318,0:00:00.397994
10000,15,1638579,0:00:00.402043
10000,15,9444790,0:00:02.461008
10000,15,9442991,0:00:02.458020
10000,15,9442655,0:00:02.443030
10000,15,9444882,0:00:02.469134
10000,15,9442756,0:00:02.453213
10000,15,19883482,0:00:05.282438
10000,15,19889875,0:00:05.280587
10000,15,19886538,0:00:05.230467
10000,15,19885615,0:00:05.401031
10000,15,19885772,0:00:05.254239
10000,15,108206885,0:00:30.112586
10000,15,108204749,0:00:30.479659
10000,15,108206564,0:00:30.154009
10000,15,108204749,0:00:30.403384
10000,15,108205330,0:00:30.386225
10000,15,226406766,0:01:05.183269
10000,15,226410528,0:01:05.193377
10000,15,226411522,0:01:04.939473
10000,15,226410315,0:01:05.037281
10000,15,226411271,0:01:05.273554
50000,15,9540,0:00:00.002013
50000,15,9566,0:00:00.003006
50000,15,9533,0:00:00.003992
50000,15,9527,0:00:00.003010
50000,15,9478,0:00:00.002997
50000,15,58646,0:00:00.014028
50000,15,58479,0:00:00.015010
50000,15,58375,0:00:00.013997
50000,15,58419,0:00:00.014008
50000,15,58410,0:00:00.015004
50000,15,127029,0:00:00.029971
50000,15,127156,0:00:00.032001
50000,15,127189,0:00:00.030010
50000,15,127020,0:00:00.029008
50000,15,127345,0:00:00.029987
50000,15,769752,0:00:00.185001
50000,15,769733,0:00:00.183003
50000,15,768868,0:00:00.189014
50000,15,769516,0:00:00.186999
50000,15,769258,0:00:00.181999
50000,15,1637819,0:00:00.403981
50000,15,1639235,0:00:00.412994
50000,15,1638280,0:00:00.408010
50000,15,1639333,0:00:00.403024
50000,15,1638538,0:00:00.400998
50000,15,9442334,0:00:02.477177
50000,15,9442154,0:00:02.476034
50000,15,9443439,0:00:02.469350
50000,15,9444004,0:00:02.469359
50000,15,9445678,0:00:02.476026
50000,15,19889491,0:00:05.298725
50000,15,19890222,0:00:05.312334
50000,15,19884640,0:00:05.364419
50000,15,19890892,0:00:05.402001
50000,15,19888260,0:00:05.346404
50000,15,108204329,0:00:30.416428
50000,15,108206164,0:00:30.703743
50000,15,108206170,0:00:30.441578
50000,15,108204014,0:00:30.430804
50000,15,108211090,0:00:30.473869
50000,15,226425101,0:01:05.520332
50000,15,226421196,0:01:05.596627
50000,15,226413325,0:01:06.771930
50000,15,226410339,0:01:05.249531
50000,15,226418703,0:01:05.965564
100000,15,9582,0:00:00.002012
100000,15,9487,0:00:00.002998
100000,15,9444,0:00:00.002016
100000,15,9559,0:00:00.003010
100000,15,9535,0:00:00.003008
100000,15,58641,0:00:00.014019
100000,15,58650,0:00:00.014993
100000,15,58465,0:00:00.013999
100000,15,58536,0:00:00.015980
100000,15,58555,0:00:00.015016
100000,15,127371,0:00:00.029997
100000,15,127374,0:00:00.036999
100000,15,127175,0:00:00.034005
100000,15,127180,0:00:00.031003
100000,15,127205,0:00:00.029993
100000,15,770446,0:00:00.184995
100000,15,768771,0:00:00.187008
100000,15,769459,0:00:00.187020
100000,15,770191,0:00:00.183971
100000,15,769874,0:00:00.186995
100000,15,1640052,0:00:00.418990
100000,15,1640074,0:00:00.399974
100000,15,1639623,0:00:00.405009
100000,15,1639495,0:00:00.404196
100000,15,1639247,0:00:00.401979
100000,15,9447076,0:00:02.457008
100000,15,9439028,0:00:02.440819
100000,15,9446220,0:00:02.453147
100000,15,9443600,0:00:02.460718
100000,15,9444383,0:00:02.463311
100000,15,19889365,0:00:05.330044
100000,15,19888055,0:00:05.488123
100000,15,19883989,0:00:05.342475
100000,15,19885892,0:00:05.344554
100000,15,19886821,0:00:05.275352
100000,15,108204559,0:00:30.649878
100000,15,108210704,0:00:30.634093
100000,15,108205106,0:00:30.689330
100000,15,108208251,0:00:31.501627
100000,15,108211539,0:00:31.136296
100000,15,226415719,0:01:06.364598
100000,15,226418721,0:01:06.884569
100000,15,226424026,0:01:06.335286
100000,15,226412895,0:01:06.889989
100000,15,226418830,0:01:06.462255
500000,15,9573,0:00:00.003018
500000,15,9532,0:00:00.003994
500000,15,9532,0:00:00.003000
500000,15,9539,0:00:00.003012
500000,15,9603,0:00:00.003001
500000,15,58635,0:00:00.013003
500000,15,58412,0:00:00.014998
500000,15,58312,0:00:00.013991
500000,15,58497,0:00:00.016998
500000,15,58524,0:00:00.013991
500000,15,127253,0:00:00.031016
500000,15,127028,0:00:00.030994
500000,15,127054,0:00:00.030993
500000,15,127177,0:00:00.032003
500000,15,127231,0:00:00.031992
500000,15,769625,0:00:00.189001
500000,15,769273,0:00:00.189975
500000,15,770550,0:00:00.186000
500000,15,769263,0:00:00.195012
500000,15,769158,0:00:00.194003
500000,15,1638694,0:00:00.414000
500000,15,1639182,0:00:00.424001
500000,15,1639729,0:00:00.412995
500000,15,1639744,0:00:00.409955
500000,15,1639870,0:00:00.418008
500000,15,9442278,0:00:02.531397
500000,15,9443606,0:00:02.532997
500000,15,9444171,0:00:02.638999
500000,15,9441594,0:00:02.658747
500000,15,9440925,0:00:02.528588
500000,15,19891303,0:00:05.491031
500000,15,19887038,0:00:05.397598
500000,15,19887382,0:00:05.414120
500000,15,19885433,0:00:05.388479
500000,15,19885747,0:00:05.428726
500000,15,108212624,0:00:31.138971
500000,15,108207545,0:00:31.345213
500000,15,108209529,0:00:30.996195
500000,15,108215180,0:00:31.385824
500000,15,108211019,0:00:31.046449
500000,15,226415031,0:01:06.803498
500000,15,226421342,0:01:06.617459
500000,15,226407451,0:01:06.737640
500000,15,226415450,0:01:06.596216
500000,15,226412078,0:01:07.069327
1000000,15,9676,0:00:00.003000
1000000,15,9466,0:00:00.002995
1000000,15,9512,0:00:00.004004
1000000,15,9599,0:00:00.003002
1000000,15,9568,0:00:00.002001
1000000,15,58330,0:00:00.015000
1000000,15,58679,0:00:00.015002
1000000,15,58492,0:00:00.013998
1000000,15,58462,0:00:00.014001
1000000,15,58492,0:00:00.015002
1000000,15,127064,0:00:00.029985
1000000,15,127021,0:00:00.030993
1000000,15,126924,0:00:00.029985
1000000,15,127183,0:00:00.031998
1000000,15,127007,0:00:00.032009
1000000,15,769701,0:00:00.186525
1000000,15,770335,0:00:00.187003
1000000,15,769295,0:00:00.187996
1000000,15,769314,0:00:00.195997
1000000,15,768512,0:00:00.186539
1000000,15,1640582,0:00:00.413005
1000000,15,1639297,0:00:00.423010
1000000,15,1638428,0:00:00.407431
1000000,15,1639385,0:00:00.429359
1000000,15,1639180,0:00:00.411287
1000000,15,9443372,0:00:02.511228
1000000,15,9441506,0:00:02.499832
1000000,15,9440444,0:00:02.518997
1000000,15,9443358,0:00:02.507496
1000000,15,9443992,0:00:02.534780
1000000,15,19889812,0:00:05.380468
1000000,15,19888762,0:00:05.442466
1000000,15,19891197,0:00:05.376982
1000000,15,19889061,0:00:05.398527
1000000,15,19891404,0:00:05.388704
1000000,15,108202156,0:00:31.427547
1000000,15,108206958,0:00:30.915826
1000000,15,108210838,0:00:32.542522
1000000,15,108207001,0:00:32.070913
1000000,15,108201825,0:00:32.470527
1000000,15,226416192,0:01:10.167139
1000000,15,226417295,0:01:08.760025
1000000,15,226418693,0:01:07.962425
1000000,15,226418114,0:01:08.012016
1000000,15,226419695,0:01:08.109905
5000000,15,9478,0:00:00.002999
5000000,15,9449,0:00:00.001999
5000000,15,9494,0:00:00.003003
5000000,15,9550,0:00:00.002004
5000000,15,9480,0:00:00.003000
5000000,15,58419,0:00:00.013998
5000000,15,58499,0:00:00.014998
5000000,15,58560,0:00:00.015003
5000000,15,58810,0:00:00.014000
5000000,15,58548,0:00:00.014993
5000000,15,126981,0:00:00.030998
5000000,15,127136,0:00:00.031023
5000000,15,127071,0:00:00.030991
5000000,15,127334,0:00:00.030000
5000000,15,127198,0:00:00.030998
5000000,15,769732,0:00:00.191580
5000000,15,769913,0:00:00.186005
5000000,15,770794,0:00:00.191009
5000000,15,769893,0:00:00.192003
5000000,15,770769,0:00:00.186004
5000000,15,1639401,0:00:00.410301
5000000,15,1638638,0:00:00.396778
5000000,15,1638953,0:00:00.408011
5000000,15,1639170,0:00:00.417018
5000000,15,1639203,0:00:00.408589
5000000,15,9442805,0:00:02.479750
5000000,15,9443771,0:00:02.465071
5000000,15,9442724,0:00:02.493958
5000000,15,9443439,0:00:02.482967
5000000,15,9444742,0:00:02.543198
5000000,15,19884770,0:00:05.734351
5000000,15,19886151,0:00:05.692245
5000000,15,19888845,0:00:05.413117
