10000,10,226420694,0:01:02.335348,10000000
100000,10,9159,0:00:00.003000,1000
100000,10,9177,0:00:00.001998,1000
100000,10,127141,0:00:00.029995,10000
100000,10,127123,0:00:00.029998,10000
100000,10,1557874,0:00:00.401999,100000
100000,10,1557975,0:00:00.401019,100000
100000,10,19071479,0:00:04.976106,1000000
100000,10,19072237,0:00:05.037629,1000000
100000,10,226420285,0:01:02.804037,10000000
100000,10,226412268,0:01:02.877711,10000000
1000000,10,9155,0:00:00.001999,1000
1000000,10,9112,0:00:00.001999,1000
1000000,10,127081,0:00:00.035997,10000
1000000,10,126931,0:00:00.029998,10000
1000000,10,1557906,0:00:00.393999,100000
1000000,10,1557770,0:00:00.396000,100000
1000000,10,19072660,0:00:05.023087,1000000
1000000,10,19071757,0:00:04.944270,1000000
1000000,10,226411456,0:01:02.986143,10000000
1000000,10,226424870,0:01:04.745065,10000000
10000000,10,9132,0:00:00.001998,1000
10000000,10,9047,0:00:00.003001,1000
10000000,10,127164,0:00:00.029998,10000
10000000,10,127129,0:00:00.031000,10000
10000000,10,1558081,0:00:00.386021,100000
10000000,10,1557896,0:00:00.392994,100000
10000000,10,19074531,0:00:05.070464,1000000
10000000,10,19072240,0:00:05.001385,1000000
10000000,10,226411512,0:01:03.270002,10000000
10000000,10,226421738,0:01:04.130291,10000000
1000,15,9500,0:00:00.002988,1000
1000,15,9563,0:00:00.002997,1000
1000,15,127210,0:00:00.030988,10000
1000,15,127078,0:00:00.028979,10000
1000,15,1638261,0:00:00.402019,100000
1000,15,1637934,0:00:00.392007,100000
1000,15,19876788,0:00:05.059177,1000000
1000,15,19881034,0:00:05.619000,1000000
1000,15,226340929,0:01:02.414809,10000000
1000,15,226347372,0:01:02.662253,10000000
10000,15,9548,0:00:00.002999,1000
10000,15,9598,0:00:00.002003,1000
10000,15,127262,0:00:00.031994,10000
10000,15,127184,0:00:00.040011,10000
10000,15,1638942,0:00:00.400022,100000
10000,15,1640198,0:00:00.427983,100000
10000,15,19888279,0:00:05.386560,1000000
10000,15,19886724,0:00:05.310399,1000000
10000,15,226415401,0:01:06.797504,10000000
10000,15,226408087,0:01:04.128991,10000000
100000,15,9557,0:00:00.002000,1000
100000,15,9516,0:00:00.003000,1000
100000,15,126978,0:00:00.030990,10000
100000,15,126955,0:00:00.030990,10000
100000,15,1639574,0:00:00.410012,100000
100000,15,1639493,0:00:00.427995,100000
100000,15,19886609,0:00:05.347039,1000000
100000,15,19890273,0:00:05.213070,1000000
100000,15,226416426,0:01:03.810416,10000000
100000,15,226415861,0:01:02.641689,10000000
1000000,15,9566,0:00:00.003000,1000
1000000,15,9592,0:00:00.003008,1000
1000000,15,127196,0:00:00.033008,10000
1000000,15,127180,0:00:00.031003,10000
1000000,15,1638777,0:00:00.389019,100000
1000000,15,1639051,0:00:00.388020,100000
1000000,15,19885877,0:00:05.088688,1000000
1000000,15,19890099,0:00:05.208186,1000000
1000000,15,226421613,0:01:03.844769,10000000
1000000,15,226415807,0:01:03.701940,10000000
10000000,15,9538,0:00:00.003000,1000
10000000,15,9550,0:00:00.003018,1000
10000000,15,127238,0:00:00.030028,10000
10000000,15,126918,0:00:00.029020,10000
10000000,15,1638614,0:00:00.387008,100000
10000000,15,1640015,0:00:00.384047,100000
10000000,15,19889925,0:00:05.090196,1000000
10000000,15,19887762,0:00:05.059189,1000000
10000000,15,226422338,0:01:04.808568,10000000
10000000,15,226412027,0:01:04.672934,10000000
1000,20,10344,0:00:00.002999,1000
1000,20,10335,0:00:00.002991,1000
1000,20,142969,0:00:00.032989,10000
1000,20,143949,0:00:00.034010,10000
1000,20,1638902,0:00:00.383007,100000
1000,20,1638271,0:00:00.383018,100000
1000,20,20216351,0:00:04.969099,1000000
1000,20,20214545,0:00:04.940205,1000000
1000,20,242199759,0:01:02.110565,10000000
1000,20,242223064,0:01:02.276617,10000000
10000,20,10296,0:00:00.002010,1000
10000,20,10361,0:00:00.002986,1000
10000,20,143765,0:00:00.033976,10000
10000,20,143636,0:00:00.033986,10000
10000,20,1639225,0:00:00.385010,100000
10000,20,1638895,0:00:00.384996,100000
10000,20,20220229,0:00:05.095944,1000000
10000,20,20224289,0:00:05.099834,1000000
10000,20,242325022,0:01:07.666641,10000000
10000,20,242325840,0:01:07.794413,10000000
100000,20,10300,0:00:00.003001,1000
100000,20,10279,0:00:00.003000,1000
100000,20,143598,0:00:00.033996,10000
100000,20,143380,0:00:00.033998,10000
100000,20,1639234,0:00:00.403530,100000
100000,20,1638620,0:00:00.393005,100000
100000,20,20225492,0:00:05.285229,1000000
100000,20,20222742,0:00:05.291977,1000000
100000,20,242311686,0:01:08.244872,10000000
100000,20,242316297,0:01:07.672239,10000000
1000000,20,10167,0:00:00.002998,1000
1000000,20,10390,0:00:00.002986,1000
1000000,20,144355,0:00:00.033008,10000
1000000,20,143512,0:00:00.033997,10000
1000000,20,1639102,0:00:00.395991,100000
1000000,20,1639830,0:00:00.393016,100000
1000000,20,20224552,0:00:05.341012,1000000
1000000,20,20223941,0:00:05.441408,1000000
1000000,20,242325478,0:01:08.612898,10000000
1000000,20,242308972,0:01:06.243784,10000000
10000000,20,10361,0:00:00.002994,1000
10000000,20,10296,0:00:00.003007,1000
10000000,20,143629,0:00:00.034025,10000
10000000,20,143523,0:00:00.034983,10000
10000000,20,1638798,0:00:00.409997,100000
10000000,20,1639664,0:00:00.397009,100000
10000000,20,20223605,0:00:05.150053,1000000
10000000,20,20218332,0:00:05.102620,1000000
10000000,20,242303398,0:01:07.491331,10000000
10000000,20,242310246,0:01:07.658476,10000000
