largest,size_to_switch,keycomparisons,timetaken,numitems
10000000,22,234167901,0:01:03.601292,10000000
10000000,22,234193432,0:01:02.462118,10000000
1000,24,9492,0:00:00.002988,1000
1000,24,9640,0:00:00.001996,1000
1000,24,134750,0:00:00.029008,10000
1000,24,136061,0:00:00.029989,10000
1000,24,1683136,0:00:00.377999,100000
1000,24,1685475,0:00:00.378979,100000
1000,24,19435247,0:00:04.666756,1000000
1000,24,19437794,0:00:04.664628,1000000
1000,24,234080492,0:00:59.572759,10000000
1000,24,234089331,0:00:59.028082,10000000
10000,24,9554,0:00:00.001999,1000
10000,24,9548,0:00:00.002001,1000
10000,24,136011,0:00:00.030002,10000
10000,24,135536,0:00:00.029009,10000
10000,24,1684111,0:00:00.375411,100000
10000,24,1684879,0:00:00.376012,100000
10000,24,19443122,0:00:04.848533,1000000
10000,24,19438885,0:00:04.828082,1000000
10000,24,234185028,0:01:02.394618,10000000
10000,24,234169032,0:01:02.454479,10000000
100000,24,9387,0:00:00.002000,1000
100000,24,9558,0:00:00.003981,1000
100000,24,135458,0:00:00.028992,10000
100000,24,135659,0:00:00.029997,10000
100000,24,1685101,0:00:00.378003,100000
100000,24,1685975,0:00:00.380985,100000
100000,24,19446185,0:00:04.880696,1000000
100000,24,19438707,0:00:04.895901,1000000
100000,24,234176199,0:01:03.105065,10000000
100000,24,234179381,0:01:03.479637,10000000
1000000,24,9544,0:00:00.002000,1000
1000000,24,9565,0:00:00.002989,1000
1000000,24,135202,0:00:00.030989,10000
1000000,24,135867,0:00:00.030993,10000
1000000,24,1685170,0:00:00.379009,100000
1000000,24,1684375,0:00:00.382996,100000
1000000,24,19439371,0:00:04.914716,1000000
1000000,24,19439944,0:00:04.913330,1000000
1000000,24,234174883,0:01:03.380489,10000000
1000000,24,234172431,0:01:03.408520,10000000
10000000,24,9513,0:00:00.003000,1000
10000000,24,9440,0:00:00.003000,1000
10000000,24,135621,0:00:00.029993,10000
10000000,24,135566,0:00:00.029993,10000
10000000,24,1682812,0:00:00.381010,100000
10000000,24,1684574,0:00:00.378518,100000
10000000,24,19441047,0:00:04.865025,1000000
10000000,24,19439216,0:00:04.876535,1000000
10000000,24,234192940,0:01:02.787180,10000000
10000000,24,234190343,0:01:02.923487,10000000
1000,26,9517,0:00:00.002980,1000
1000,26,9619,0:00:00.002974,1000
1000,26,134538,0:00:00.029009,10000
1000,26,135458,0:00:00.029991,10000
1000,26,1777597,0:00:00.406980,100000
1000,26,1775222,0:00:00.390023,100000
1000,26,19433207,0:00:04.897319,1000000
1000,26,19434369,0:00:04.917105,1000000
1000,26,234069676,0:01:02.000496,10000000
1000,26,234077997,0:01:00.740375,10000000
10000,26,9540,0:00:00.002002,1000
10000,26,9620,0:00:00.002993,1000
10000,26,135386,0:00:00.029001,10000
10000,26,135853,0:00:00.029979,10000
10000,26,1777831,0:00:00.400009,100000
10000,26,1776985,0:00:00.397036,100000
10000,26,19440172,0:00:05.010424,1000000
10000,26,19443361,0:00:04.967669,1000000
10000,26,234174851,0:01:05.420738,10000000
10000,26,234174575,0:01:04.234566,10000000
100000,26,9415,0:00:00.003015,1000
100000,26,9545,0:00:00.002006,1000
100000,26,134556,0:00:00.031018,10000
100000,26,135495,0:00:00.029996,10000
100000,26,1776105,0:00:00.399052,100000
100000,26,1778454,0:00:00.413915,100000
100000,26,19439450,0:00:04.999366,1000000
100000,26,19439211,0:00:04.991829,1000000
100000,26,234176039,0:01:04.620079,10000000
100000,26,234170799,0:01:04.468495,10000000
1000000,26,9657,0:00:00.003006,1000
1000000,26,9640,0:00:00.001990,1000
1000000,26,135279,0:00:00.031021,10000
1000000,26,134985,0:00:00.032000,10000
1000000,26,1775663,0:00:00.398006,100000
1000000,26,1775997,0:00:00.390009,100000
1000000,26,19443626,0:00:05.143955,1000000
1000000,26,19439727,0:00:05.027366,1000000
1000000,26,234188177,0:01:04.980418,10000000
1000000,26,234193486,0:01:03.836463,10000000
10000000,26,9599,0:00:00.001999,1000
10000000,26,9532,0:00:00.001995,1000
10000000,26,135280,0:00:00.028997,10000
10000000,26,135449,0:00:00.029021,10000
10000000,26,1775016,0:00:00.398999,100000
10000000,26,1777178,0:00:00.391010,100000
10000000,26,19442518,0:00:04.974340,1000000
10000000,26,19442372,0:00:04.939542,1000000
10000000,26,234174136,0:01:04.681687,10000000
10000000,26,234197328,0:01:03.402675,10000000
1000,30,9495,0:00:00.002999,1000
1000,30,9463,0:00:00.002997,1000
1000,30,135193,0:00:00.028999,10000
1000,30,135211,0:00:00.028998,10000
1000,30,1775100,0:00:00.385551,100000
1000,30,1778414,0:00:00.383076,100000
1000,30,20766555,0:00:05.046217,1000000
1000,30,20765586,0:00:04.989157,1000000
1000,30,234094814,0:01:01.455067,10000000
1000,30,234076247,0:00:59.396265,10000000
10000,30,9634,0:00:00.003000,1000
10000,30,9589,0:00:00.001999,1000
10000,30,135057,0:00:00.030998,10000
10000,30,135194,0:00:00.031006,10000
10000,30,1775640,0:00:00.398290,100000
10000,30,1776352,0:00:00.398826,100000
10000,30,20774102,0:00:05.362090,1000000
10000,30,20771320,0:00:05.360628,1000000
10000,30,234159096,0:01:03.840787,10000000
10000,30,234175608,0:01:03.575810,10000000
100000,30,9481,0:00:00.001989,1000
100000,30,9511,0:00:00.003018,1000
100000,30,135444,0:00:00.030009,10000
100000,30,135561,0:00:00.030008,10000
100000,30,1776535,0:00:00.407987,100000
100000,30,1778013,0:00:00.418023,100000
100000,30,20777239,0:00:05.220382,1000000
100000,30,20772519,0:00:05.387511,1000000
100000,30,234195371,0:01:04.802268,10000000
100000,30,234175314,0:01:05.662972,10000000
1000000,30,9510,0:00:00.002000,1000
1000000,30,9493,0:00:00.002890,1000
1000000,30,135472,0:00:00.028994,10000
1000000,30,135564,0:00:00.028988,10000
1000000,30,1775837,0:00:00.413977,100000
1000000,30,1777807,0:00:00.401025,100000
1000000,30,20779382,0:00:05.218186,1000000
1000000,30,20784964,0:00:05.242070,1000000
1000000,30,234158908,0:01:04.341190,10000000
1000000,30,234193448,0:01:04.662507,10000000
10000000,30,9558,0:00:00.002000,1000
10000000,30,9444,0:00:00.003009,1000
10000000,30,135560,0:00:00.028996,10000
10000000,30,135578,0:00:00.028995,10000
10000000,30,1779038,0:00:00.407526,100000
10000000,30,1777332,0:00:00.407098,100000
10000000,30,20772751,0:00:05.423470,1000000
10000000,30,20781223,0:00:05.296021,1000000
10000000,30,234183128,0:01:05.119236,10000000
10000000,30,234181369,0:01:04.079032,10000000
1000,35,12111,0:00:00.002996,1000
1000,35,12366,0:00:00.002998,1000
1000,35,135353,0:00:00.033996,10000
1000,35,135317,0:00:00.032991,10000
1000,35,1776884,0:00:00.405994,100000
1000,35,1774275,0:00:00.398502,100000
1000,35,22303159,0:00:05.250004,1000000
1000,35,22310607,0:00:05.240244,1000000
1000,35,234086904,0:00:59.885384,10000000
1000,35,234067488,0:01:00.460630,10000000
10000,35,12202,0:00:00.003000,1000
10000,35,12491,0:00:00.004003,1000
10000,35,135239,0:00:00.028979,10000
10000,35,135604,0:00:00.030020,10000
10000,35,1778732,0:00:00.410577,100000
10000,35,1779498,0:00:00.400016,100000
10000,35,22314133,0:00:05.503301,1000000
10000,35,22320417,0:00:05.418337,1000000
10000,35,234176828,0:01:03.413783,10000000
10000,35,234180114,0:01:04.274245,10000000
100000,35,12363,0:00:00.001999,1000
100000,35,12621,0:00:00.002988,1000
100000,35,135415,0:00:00.029988,10000
100000,35,135508,0:00:00.028991,10000
100000,35,1777152,0:00:00.413013,100000
100000,35,1777127,0:00:00.400056,100000
100000,35,22318631,0:00:05.473426,1000000
100000,35,22318069,0:00:05.393064,1000000
100000,35,234168731,0:01:05.155719,10000000
100000,35,234189001,0:01:05.570931,10000000
1000000,35,12675,0:00:00.003000,1000
1000000,35,12404,0:00:00.002993,1000
1000000,35,134899,0:00:00.030979,10000
1000000,35,135090,0:00:00.030992,10000
1000000,35,1776000,0:00:00.402233,100000
1000000,35,1776769,0:00:00.405022,100000
1000000,35,22317433,0:00:05.613870,1000000
1000000,35,22330130,0:00:05.551652,1000000
1000000,35,234177794,0:01:04.956024,10000000
1000000,35,234180096,0:01:05.071454,10000000
10000000,35,12435,0:00:00.002000,1000
10000000,35,12578,0:00:00.002000,1000
10000000,35,135231,0:00:00.030262,10000
10000000,35,135433,0:00:00.030999,10000
10000000,35,1774921,0:00:00.404399,100000
10000000,35,1779235,0:00:00.419808,100000
10000000,35,22317482,0:00:05.471725,1000000
10000000,35,22318597,0:00:05.496270,1000000
10000000,35,234178365,0:01:04.809295,10000000
10000000,35,234179688,0:01:05.105162,10000000
1000,40,12438,0:00:00.003000,1000
1000,40,12345,0:00:00.003999,1000
1000,40,174715,0:00:00.036029,10000
1000,40,174190,0:00:00.037000,10000
1000,40,1776201,0:00:00.394993,100000
1000,40,1777700,0:00:00.394022,100000
1000,40,22310742,0:00:05.230910,1000000
1000,40,22309189,0:00:05.252470,1000000
1000,40,272203502,0:01:06.600412,10000000
1000,40,272195489,0:01:07.458391,10000000
10000,40,12308,0:00:00.003010,1000
10000,40,12593,0:00:00.002990,1000
10000,40,175614,0:00:00.039016,10000
10000,40,173769,0:00:00.036002,10000
10000,40,1777718,0:00:00.420990,100000
10000,40,1776377,0:00:00.416984,100000
10000,40,22314512,0:00:05.515877,1000000
10000,40,22318210,0:00:05.463599,1000000
10000,40,272363429,0:01:11.877293,10000000
10000,40,272348446,0:01:12.110428,10000000
100000,40,12331,0:00:00.002000,1000
100000,40,12544,0:00:00.001999,1000
100000,40,174624,0:00:00.040003,10000
100000,40,174576,0:00:00.045001,10000
100000,40,1778793,0:00:00.449995,100000
100000,40,1777737,0:00:00.513569,100000
100000,40,22311970,0:00:06.006637,1000000
100000,40,22316967,0:00:05.725377,1000000
100000,40,272304659,0:01:12.055735,10000000
100000,40,272351237,0:01:12.199496,10000000
1000000,40,12510,0:00:00.002989,1000
1000000,40,12400,0:00:00.003011,1000
1000000,40,174461,0:00:00.035998,10000
1000000,40,174537,0:00:00.035004,10000
1000000,40,1778038,0:00:00.409991,100000
1000000,40,1776381,0:00:00.401632,100000
1000000,40,22317800,0:00:05.398435,1000000
1000000,40,22316587,0:00:05.454384,1000000
1000000,40,272353861,0:01:10.799346,10000000
1000000,40,272360652,0:01:10.772039,10000000
10000000,40,12675,0:00:00.002999,1000
10000000,40,12389,0:00:00.002998,1000
10000000,40,174112,0:00:00.036032,10000
10000000,40,175494,0:00:00.035998,10000
10000000,40,1777248,0:00:00.397610,100000
10000000,40,1778755,0:00:00.386375,100000
10000000,40,22320023,0:00:05.397110,1000000
10000000,40,22312472,0:00:05.445126,1000000
10000000,40,272381215,0:01:11.687494,10000000
10000000,40,272356233,0:01:10.852539,10000000
1000,45,12511,0:00:00.003017,1000
1000,45,12729,0:00:00.003997,1000
1000,45,173969,0:00:00.037000,10000
1000,45,173826,0:00:00.039018,10000
1000,45,1776616,0:00:00.393011,100000
1000,45,1776991,0:00:00.391990,100000
1000,45,22301128,0:00:05.233554,1000000
1000,45,22298912,0:00:05.189890,1000000
1000,45,272247262,0:01:06.353288,10000000
1000,45,272214639,0:01:06.071774,10000000
10000,45,12647,0:00:00.002999,1000
10000,45,12622,0:00:00.002979,1000
10000,45,174218,0:00:00.035988,10000
10000,45,173688,0:00:00.038000,10000
10000,45,1778027,0:00:00.413021,100000
10000,45,1776041,0:00:00.401282,100000
10000,45,22319820,0:00:05.421867,1000000
10000,45,22310001,0:00:05.411762,1000000
10000,45,272357562,0:01:09.942181,10000000
10000,45,272367117,0:01:10.572891,10000000
100000,45,12597,0:00:00.003008,1000
100000,45,12611,0:00:00.004002,1000
100000,45,175269,0:00:00.037004,10000
100000,45,175346,0:00:00.035992,10000
100000,45,1778046,0:00:00.410003,100000
100000,45,1779121,0:00:00.405484,100000
100000,45,22322470,0:00:05.675154,1000000
100000,45,22320128,0:00:05.515172,1000000
100000,45,272349212,0:01:11.083406,10000000
100000,45,272395273,0:01:10.446602,10000000
1000000,45,12333,0:00:00.002035,1000
1000000,45,12787,0:00:00.002055,1000
1000000,45,175920,0:00:00.035924,10000
1000000,45,174879,0:00:00.035955,10000
1000000,45,1778598,0:00:00.398867,100000
1000000,45,1775869,0:00:00.400598,100000
1000000,45,22309283,0:00:05.504341,1000000
1000000,45,22327249,0:00:05.501242,1000000
1000000,45,272339187,0:01:10.580095,10000000
1000000,45,272340520,0:01:11.423798,10000000
10000000,45,12663,0:00:00.002000,1000
10000000,45,12486,0:00:00.002998,1000
10000000,45,174887,0:00:00.037000,10000
10000000,45,174669,0:00:00.036001,10000
10000000,45,1776667,0:00:00.405006,100000
10000000,45,1778303,0:00:00.406337,100000
10000000,45,22314039,0:00:05.448258,1000000
10000000,45,22321246,0:00:05.516510,1000000
10000000,45,272388419,0:01:10.950724,10000000
10000000,45,272324005,0:01:11.199120,10000000
1
