time_taken(ms),numOfEdges,numOfNodes,operations
1003,40,90,1503
0,80,90,1743
0,120,90,1983
14998,160,90,7112
12000,200,90,7518
13000,240,90,7945
11998,280,90,8440
12994,320,90,8669
15000,360,90,8972
14003,400,90,9444
13995,440,90,9829
12001,480,90,10091
13004,520,90,10448
12997,560,90,10687
13003,600,90,10998
12994,640,90,11221
12992,680,90,11487
12995,720,90,11645
15001,760,90,11981
15998,800,90,12270
