time_taken(ms),numOfEdges,numOfNodes,operations
0,40,190,2903
0,80,190,3143
0,120,190,3383
0,160,190,3623
0,200,190,3863
30993,240,190,15009
30002,280,190,16013
34996,320,190,16832
36000,360,190,17028
36001,400,190,17914
35996,440,190,18516
31998,480,190,18774
31001,520,190,19140
31999,560,190,19352
34001,600,190,19651
49997,640,190,20213
45002,680,190,20554
34998,720,190,20925
30003,760,190,21321
30996,800,190,21559
