time_taken(ms),numOfEdges,numOfNodes,operations
3001,40,160,2742
3997,80,160,3283
18003,120,160,7574
21995,160,160,11210
24006,200,160,12609
22991,240,160,13317
27000,280,160,13748
26999,320,160,14562
27998,360,160,14952
32001,400,160,15367
39002,440,160,15899
30000,480,160,16281
31003,520,160,16820
45000,560,160,16997
95019,600,160,17289
64000,640,160,17491
43999,680,160,17757
52998,720,160,18149
51015,760,160,18624
36000,800,160,19105
