time_taken(ms),numOfEdges,numOfNodes,operations
0,40,100,24684
0,80,100,21261
0,120,100,20592
0,160,100,20395
0,200,100,20340
997,240,100,20406
0,280,100,20464
0,320,100,20498
0,360,100,20474
0,400,100,20400
0,440,100,20413
0,480,100,20411
0,520,100,20419
0,560,100,20378
0,600,100,20413
0,640,100,20398
0,680,100,20383
0,720,100,20392
0,760,100,20402
0,800,100,20412
