time_taken(ms),numOfEdges,numOfNodes,operations
0,40,130,2063
0,80,130,2318
22000,120,130,7747
21001,160,130,9559
20000,200,130,10129
19999,240,130,10898
22000,280,130,11497
25003,320,130,11947
24994,360,130,12393
22005,400,130,12671
20996,440,130,13102
21998,480,130,13360
23003,520,130,13560
24002,560,130,14120
23000,600,130,14356
23001,640,130,14725
22991,680,130,15016
22006,720,130,15217
22002,760,130,15646
20994,800,130,15966
