time_taken(ms),numOfEdges,numOfNodes,operations
4994,40,50,2177
5995,80,50,3288
7001,120,50,3904
6000,160,50,4266
6998,200,50,4567
7000,240,50,4893
5999,280,50,5085
7000,320,50,5244
9000,360,50,5518
6997,400,50,6013
7003,440,50,6298
7003,480,50,6566
6003,520,50,6849
10003,560,50,7129
9997,600,50,7437
8001,640,50,7766
6996,680,50,7996
7001,720,50,8341
7999,760,50,8474
8996,800,50,8840
