time_taken(ms),numOfEdges,numOfNodes,operations
6003,40,60,2130
9998,80,60,3893
8997,120,60,4596
6999,160,60,4825
7998,200,60,5266
6998,240,60,5558
9000,280,60,5966
8000,320,60,6359
8998,360,60,6532
8003,400,60,6890
8997,440,60,7187
8000,480,60,7466
10000,520,60,7750
8999,560,60,7889
9002,600,60,8361
9998,640,60,8613
9997,680,60,8915
11000,720,60,9092
11000,760,60,9445
11003,800,60,9698
