time_taken(ms),numOfEdges,numOfNodes,operations
0,40,140,48650
0,80,140,48650
0,120,140,48650
0,160,140,39824
0,200,140,39802
0,240,140,39803
0,280,140,39609
0,320,140,39645
0,360,140,39687
0,400,140,39769
0,440,140,39771
0,480,140,39809
0,520,140,39776
0,560,140,39782
0,600,140,39734
0,640,140,39765
0,680,140,39825
0,720,140,39867
0,760,140,39954
0,800,140,39960
