time_taken(ms),numOfEdges,numOfNodes,operations
0,40,80,15777
0,80,80,13431
0,120,80,13130
0,160,80,13020
0,200,80,13029
0,240,80,13051
0,280,80,13022
0,320,80,13026
0,360,80,13053
0,400,80,13081
0,440,80,13066
0,480,80,13061
0,520,80,13082
0,560,80,13081
0,600,80,13111
0,640,80,13104
0,680,80,13128
0,720,80,13130
0,760,80,13130
0,800,80,13131
