time_taken(ms),numOfEdges,numOfNodes,operations
1000,40,190,89775
0,80,190,89775
0,120,190,89775
0,160,190,89775
0,200,190,89775
0,240,190,73457
0,280,190,73406
1000,320,190,73319
0,360,190,73205
999,400,190,73187
0,440,190,73327
0,480,190,73309
0,520,190,72952
0,560,190,72881
0,600,190,72933
0,640,190,72978
0,680,190,73016
0,720,190,73026
0,760,190,73099
995,800,190,73194
