time_taken(ms),numOfEdges,numOfNodes,operations
1000,40,240,143400
0,80,240,143400
997,120,240,143175
994,160,240,143175
0,200,240,143175
0,240,240,118034
0,280,240,117023
998,320,240,116736
0,360,240,116550
0,400,240,116510
992,440,240,116209
0,480,240,116263
998,520,240,116370
0,560,240,116380
0,600,240,116488
0,640,240,116506
0,680,240,116613
0,720,240,116654
998,760,240,116533
0,800,240,116406
