time_taken(ms),numOfEdges,numOfNodes,operations
0,40,230,131675
0,80,230,131675
998,120,230,131675
0,160,230,131675
999,200,230,110080
0,240,230,108490
995,280,230,107605
1001,320,230,107352
0,360,230,107583
1001,400,230,107560
0,440,230,107478
0,480,230,107363
0,520,230,107062
0,560,230,106795
0,600,230,106862
989,640,230,106969
999,680,230,106886
0,720,230,106931
0,760,230,106873
998,800,230,106958
