time_taken(ms),numOfEdges,numOfNodes,operations
2001,40,110,1960
12005,80,110,5199
14002,120,110,6807
16998,160,110,8359
17000,200,110,9238
16009,240,110,9633
17991,280,110,9984
21003,320,110,10371
18995,360,110,10979
20998,400,110,11172
18000,440,110,11697
16999,480,110,12028
18002,520,110,12216
17997,560,110,12478
18003,600,110,12703
17002,640,110,13132
16999,680,110,13620
18001,720,110,13788
14996,760,110,14105
14999,800,110,14326
