time_taken(ms),numOfEdges,numOfNodes,operations
0,40,120,35700
0,80,120,35575
0,120,120,29694
0,160,120,29406
0,200,120,29507
0,240,120,29546
0,280,120,29299
0,320,120,29288
0,360,120,29299
0,400,120,29259
0,440,120,29298
0,480,120,29203
0,520,120,29265
0,560,120,29257
0,600,120,29229
0,640,120,29242
0,680,120,29278
0,720,120,29270
0,760,120,29284
999,800,120,29290
