time_taken(ms),numOfEdges,numOfNodes,operations
991,40,80,1446
9996,80,80,4213
13997,120,80,5594
11998,160,80,6359
11999,200,80,6970
14001,240,80,7339
13999,280,80,7663
12000,320,80,7962
12999,360,80,8182
13999,400,80,8494
11999,440,80,8638
11002,480,80,8971
9995,520,80,9264
10995,560,80,9562
12000,600,80,9904
10000,640,80,10057
11003,680,80,10344
14000,720,80,10696
13999,760,80,10915
11002,800,80,11239
