time_taken(ms),numOfEdges,numOfNodes,operations
0,40,210,109725
0,80,210,109725
1001,120,210,109725
0,160,210,94338
998,200,210,91686
0,240,210,90743
0,280,210,90372
0,320,210,89998
0,360,210,90140
0,400,210,90010
0,440,210,89443
0,480,210,89377
0,520,210,89194
0,560,210,89138
1007,600,210,89271
998,640,210,89260
998,680,210,89326
997,720,210,89340
1000,760,210,89364
1004,800,210,89448
