time_taken(ms),numOfEdges,numOfNodes,operations
1001,40,170,2623
993,80,170,2863
1005,120,170,3103
993,160,170,3343
999,200,170,3583
999,240,170,3823
0,280,170,4063
34994,320,170,15418
26002,360,170,15693
26996,400,170,16382
28000,440,170,16653
28997,480,170,16988
23999,520,170,17420
26009,560,170,17723
30000,600,170,18051
26000,640,170,18486
27997,680,170,18791
29004,720,170,19263
28999,760,170,19623
28999,800,170,19652
