time_taken(ms),numOfEdges,numOfNodes,operations
0,40,180,80550
0,80,180,80550
0,120,180,76612
1010,160,180,67089
999,200,180,66083
0,240,180,65721
0,280,180,65711
0,320,180,65505
1000,360,180,65573
0,400,180,65549
0,440,180,65601
0,480,180,65634
0,520,180,65660
0,560,180,65620
0,600,180,65627
0,640,180,65634
0,680,180,65690
0,720,180,65804
0,760,180,65684
1003,800,180,65699
