time_taken(ms),numOfEdges,numOfNodes,operations
0,40,200,99500
0,80,200,99500
0,120,200,97938
1000,160,200,83563
0,200,200,82201
0,240,200,81775
0,280,200,81183
996,320,200,81093
0,360,200,81061
991,400,200,81128
0,440,200,81047
0,480,200,81034
0,520,200,81003
998,560,200,81081
0,600,200,81222
999,640,200,81176
0,680,200,81095
0,720,200,80944
0,760,200,80869
1000,800,200,80911
