time_taken(ms),numOfEdges,numOfNodes,operations
0,40,170,71825
994,80,170,71825
0,120,170,71825
0,160,170,71825
997,200,170,71825
0,240,170,71825
0,280,170,71825
1001,320,170,58608
0,360,170,58584
0,400,170,58523
0,440,170,58528
0,480,170,58458
1000,520,170,58575
0,560,170,58637
999,600,170,58658
0,640,170,58469
0,680,170,58531
0,720,170,58593
0,760,170,58554
0,800,170,58556
