time_taken(ms),numOfEdges,numOfNodes,operations
1002,40,230,3463
998,80,230,3703
2003,120,230,3943
997,160,230,4183
26994,200,230,14365
26999,240,230,16803
31002,280,230,18856
31997,320,230,19546
30004,360,230,20551
35002,400,230,21133
35999,440,230,21863
54007,480,230,22445
44996,520,230,23064
50017,560,230,23204
52002,600,230,23586
45996,640,230,24035
47005,680,230,24389
39995,720,230,24626
36002,760,230,24822
33992,800,230,25482
