time_taken(ms),numOfEdges,numOfNodes,operations
0,40,70,1232
10995,80,70,4187
12001,120,70,5119
11001,160,70,5651
9997,200,70,6002
9997,240,70,6444
10000,280,70,6714
9997,320,70,7093
10000,360,70,7385
9013,400,70,7704
9995,440,70,8004
11006,480,70,8227
10998,520,70,8561
11002,560,70,8828
12001,600,70,9010
11000,640,70,9375
12998,680,70,9631
10993,720,70,9776
11713,760,70,10123
9999,800,70,10435
