time_taken(ms),numOfEdges,numOfNodes,operations
1002,40,210,3183
0,80,210,3423
0,120,210,3663
26998,160,210,11242
34005,200,210,13872
31997,240,210,15671
33008,280,210,16987
37998,320,210,17941
34005,360,210,18842
31003,400,210,19528
31999,440,210,20343
33000,480,210,20703
31002,520,210,21284
30996,560,210,21757
32000,600,210,22173
32994,640,210,22436
28989,680,210,22803
33000,720,210,23268
31999,760,210,23631
36003,800,210,23999
