time_taken(ms),numOfEdges,numOfNodes,operations
2015,40,100,1726
13986,80,100,5010
15998,120,100,6598
14999,160,100,7504
16002,200,100,8207
15998,240,100,8632
15998,280,100,9035
17002,320,100,9495
18996,360,100,9834
19008,400,100,10029
15999,440,100,10453
17000,480,100,10720
17997,520,100,11075
18000,560,100,11341
16007,600,100,11686
14993,640,100,12114
17001,680,100,12437
14998,720,100,12612
14998,760,100,12838
14999,800,100,13223
