time_taken(ms),numOfEdges,numOfNodes,operations
0,40,150,2343
1002,80,150,2583
19007,120,150,8288
30999,160,150,10536
40993,200,150,12176
29002,240,150,12774
24999,280,150,13530
23003,320,150,14013
22999,360,150,14156
23000,400,150,14658
26998,440,150,15056
24999,480,150,15377
28239,520,150,15825
31002,560,150,16024
30995,600,150,16336
32001,640,150,16588
33000,680,150,17031
32002,720,150,17183
29999,760,150,17442
39997,800,150,17706
