time_taken(ms),numOfEdges,numOfNodes,operations
1002,40,220,120410
0,80,220,119961
0,120,220,112103
0,160,220,102587
0,200,220,99876
999,240,220,98448
0,280,220,98081
0,320,220,97887
0,360,220,97899
0,400,220,98000
0,440,220,98014
0,480,220,97903
0,520,220,97714
0,560,220,97740
0,600,220,97743
999,640,220,97845
999,680,220,97843
0,720,220,97878
0,760,220,97720
0,800,220,97763
